0.837	1052
0.839	1042
0.841	1045
0.843	1028
0.845	1033
0.847	1025
0.849	971
0.851	1003
0.853	973
0.855	877
0.857	1011
0.859	997
0.861	997
0.863	999
0.865	970
0.867	880
0.869	967
0.871	986
0.873	978
0.875	981
0.877	984
0.879	959
0.881	960
0.883	948
0.885	963
0.887	947
0.889	949
0.891	944
0.893	934
0.895	936
0.897	939
0.899	912
0.901	905
0.903	905
0.905	893
0.907	891
0.909	861
0.911	870
0.913	876
0.915	866
0.917	859
0.919	858
0.921	830
0.923	821
0.925	825
0.927	828
0.929	833
0.931	826
0.933	832
0.935	818
0.937	802
0.939	808
0.941	800
0.943	784
0.945	799
0.947	793
0.949	777
0.951	778
0.953	771
0.955	760
0.957	774
0.959	771
0.961	767
0.963	767
0.965	764
0.967	757
0.969	776
0.971	763
0.973	764
0.975	750
0.977	768
0.979	768
0.981	762
0.983	766
0.985	771
0.987	756
0.989	767
0.991	764
0.993	755
0.995	756
0.997	743
0.999	743
1.0025	745
1.0075	737
1.0125	734
1.0175	721
1.0225	704
1.0275	708
1.0325	688
1.0375	692
1.0425	681
1.0475	685
1.0525	661
1.0575	650
1.0625	642
1.0675	643
1.0725	638
1.0775	630
1.0825	620
1.0875	614
1.0925	612
1.0975	599
1.1025	608
1.1075	601
1.1125	603
1.1175	589
1.1225	579
1.1275	569
1.1325	566
1.1375	563
1.1425	557
1.1475	556
1.1525	545
1.1575	554
1.1625	540
1.1675	530
1.1725	533
1.1775	525
1.1825	514
1.1875	512
1.1925	511
1.1975	502
1.2025	496
1.2075	494
1.2125	489
1.2175	500
1.2225	481
1.2275	481
1.2325	484
1.2375	477
1.2425	477
1.2475	466
1.2525	474
1.2575	463
1.2625	444
1.2675	438
1.2725	439
1.2775	453
1.2825	435
1.2875	437
1.2925	442
1.2975	438
1.3025	438
1.3075	429
1.3125	419
1.3175	416
1.3225	416
1.3275	411
1.3325	405
1.3375	400
1.3425	398
1.3475	394
1.3525	387
1.3575	382
1.3625	378
1.3675	370
1.3725	369
1.3775	368
1.3825	364
1.3875	364
1.3925	358
1.3975	357
1.4025	353
1.4075	350
1.4125	346
1.4175	344
1.4225	343
1.4275	348
1.4325	337
1.4375	331
1.4425	327
1.4475	318
1.4525	323
1.4575	307
1.4625	317
1.4675	311
1.4725	311
1.4775	307
1.4825	303
1.4875	298
1.4925	303
1.4975	300
1.5025	296
1.5075	295
1.5125	290
1.5175	290
1.5225	286
1.5275	290
1.5325	282
1.5375	274
1.5425	275
1.5475	274
1.5525	273
1.5575	272
1.5625	269
1.5675	263
1.5725	260
1.5775	259
1.5825	255
1.5875	252
1.5925	246
1.5975	246
1.6025	247
1.6075	242
1.6125	244
1.6175	243
1.6225	240
1.6275	244
1.6325	241
1.6375	237
1.6425	234
1.6475	235
1.6525	234
1.6575	234
1.6625	233
1.6675	229
1.6725	228
1.6775	220
1.6825	221
1.6875	219
1.6925	219
1.6975	214
1.7025	217
1.7075	212
1.7125	203
1.7175	212
1.7225	205
1.7275	196
1.7325	190
1.7375	189
1.7425	191
1.7475	185
1.7525	187
1.7575	189
1.7625	184
1.7675	182
1.7725	177
1.7775	173
1.7825	171
1.7875	170
1.7925	169
1.7975	173
1.8025	169
1.8075	168
1.8125	160
1.8175	160
1.8225	159
1.8275	156
1.8325	156
1.8375	150
1.8425	153
1.8475	151
1.8525	148
1.8575	145
1.8625	143
1.8675	143
1.8725	135
1.8775	135
1.8825	140
1.8875	138
1.8925	137
1.8975	138
1.9025	133
1.9075	136
1.9125	138
1.9175	136
1.9225	134
1.9275	132
1.9325	132
1.9375	131
1.9425	129
1.9475	127
1.9525	126
1.9575	122
1.9625	126
1.9675	125
1.9725	125
1.9775	129
1.9825	125
1.9875	123
1.9925	121
1.9975	123
2.0025	116
2.0125	114
2.0225	113
2.0325	110
2.0425	107
2.0525	104
2.0625	100
2.0775	101
2.0925	98
2.1075	93
2.1225	87
2.1375	85
2.1525	81
2.1675	80
2.1825	75
2.1975	73
2.2125	75
2.2275	75
2.2475	72
2.2625	71
2.2825	69
2.3025	66
2.3225	53
2.3425	58
2.3625	65
2.3825	55
2.4025	54
2.4225	57
2.4425	51
2.4675	53
2.4925	54
2.5175	47
2.5425	46
2.5675	44
2.5925	42
2.6175	41
2.6425	39
2.6725	38
2.7025	36
2.7325	35
2.7625	34
2.7975	32
2.8325	31
2.8675	29
2.9075	28
2.9475	26
2.9875	25
3.025	24
3.075	23
3.125	21
3.175	20
3.235	19
3.295	18
3.355	16
3.425	15
3.495	14
3.575	13
3.665	12
3.755	11
3.855	10
3.965	9
4.085	8
4.225	7
4.385	6
4.575	5
4.805	4
5.085	3
5.445	2
5.925	2
6.615	1
7.785	1
